INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
200977	Trong "Thiên Long Bát Bµ", Tô Tinh Hà bày ra tr§n c¶ Chân Long có møc ğích gì?	Di®t tr× Ğinh Xuân Thu	Thu ğ° ğ®	Thách ğ¤u cao thü c¶	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200978	Trong "Thiên Long Bát Bµ", Thiên S½n ğ°ng lão kh¯ng chª ğµng chü 36 ğµng, ğäo chü 72 ğäo. Thü pháp nghe ğã m¤t h°n mà bà sØ døng là gì?	Sinh TØ Phù	Bát phß½ng løc hß¾ng duy ngã ğµc tôn công	Ti¬u Vô Tß½ng Công	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200979	Trong "Thiên Long Bát Bµ", Thiên S½n Ğ°ng Lão và Lı Thu ThuÖ có quan h® gì?	TÖ Muµi ğ°ng môn	Cùng là mµt ngß¶i	Sß ğ°	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200980	Trong "Thiên Long Bát Bµ", trß¾c cØa VÕn Kiªp C¯c có dñng mµt bia ğá l¾n trên ğó có kh¡c chæ gì?	H÷ Ğoàn vào c¯c, giªt không tha	Tñ ı vào c¯c, vÕn kiªp không ra	VÕn Kiªp C¯c	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200981	Trong "Thiên Long Bát Bµ", sß t± cüa phái Tinh Túc là ai?	Ğinh Xuân Thu 	Nh§m Ngã Hành	Ğông Phß½ng B¤t BÕi	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200982	Trong "Thiên Long Bát Bµ", Hß Trúc nh¶ giäi ğßşc thª c¶ Chân Long mà có ğßşc mµt thân công lñc, thân công lñc này do ai truy«n?	Vô Nhai TØ	Thiên S½n Ğ°ng Lão	Ğinh Xuân Thu 	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200983	Trong "Thiên Long Bát Bµ" loÕi võ công nào dß¾i ğây không phäi là loÕi võ công mà Ğoàn Dñ h÷c	Hoá C¯t Miên Chß·ng	Lång Ba Vi Bµ	Løc MÕch Th¥n Kiªm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200984	Trong h§u "Tuyªt s½n phi h°", Miêu Nhân Phßşng tÖ võ v¾i H° Bùi. Kë trß¾c m¾i ra ğßşc nØa chiêu ğã b¸ thø kiªm cüa H° Bùi trùm quanh. Lúc này, H° Bùi d¨ dàng có th¬ giªt chªt Nhân Phßşng, nhßng lÕi sş không còn m£tmûi nào g£p Miêu Nhßşc Lan. Nhßng nªu thu lÕi kiªm ğ¬ Nhân Phß½ng ra hªt chiêu BÕch HÕc Thß Sí thì ngß¶i m¤t mÕc là h÷ H°. Nhát kiªm cu¯i cùng H° Bùi có chém xu¯ng không?	ĞÕi Hi®p Kim Dung không nói rõ	Chém	Không chém	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200985	Trong "Tuyªt S½n Phi H°", vş cüa H° Nh¤t Ğao tÕi sao lÕi chªt	Tñ c¡t c± chªt	Miêu Nhân Phßşng giªt	Già b®nh chªt	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200986	Trong "Tuyªt S½n Phi H°", H° Nh¤t Ğao vì ğ¬ Miêu Nhân Phßşng có th¬ yên tâm tÖ võ, ğã v¤t vä ği v« m¤y trån d£m dùng kiªm thu§t Miêu gia m¾i h÷c có mµt ngày ğ¬ giªt chªt c×u gia cüa nhà h÷ Miêu. Kë thù này tên là gì?	Thß½ng Kiªm Minh	Thß½ng Kiªm Minh	Thßşng Kiªm Minh	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200987	Trong "Tuyªt S½n Phi H°", ngß¶i mang danh "Tuyªt s½n phi h°" là ai?	H° Phï	H° Hán Tam	H° Quân	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200988	Trong " thiên ğ° long kí", khi A Ly ğßşc Võ Thanh các hÕ cho biªt Vô KÜ ğã ngã xu¯ng vñc chªt, ğau kh± khôn xiªt, mà không biªt r¢ng Trß½ng Vô KÜ ğang ğÑng ngay bên cÕnh, nhßng ğã dùng tên khác. Tên khác ğó là gì?	Tång A Ngßu	Tång A H±	Tång A C¦u	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200989	Trong " thiên ğ° long kí", vş cüa tiên y Ği®p c¯c H° Thanh Ngßu v×a là ğ°ng môn sß muµi, cûng ğ°ng th¶i là sinh tØ oan gia, bà tên là gì?	Vß½ng Nan Cô	Ân T¯ T¯	KÖ Hi¬u Phù	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200990	Trong " thiên ğ° long kí", con gái do Quang Minh Tä SÑ Dß½ng Tiêu cüa Minh Giáo và Næ hi®p KÖ Hi¬u Phù cüa phái Nga My tên là gì?	Dß½ng B¤t H¯i	Dß½ng H§u H¯i	Dß½ng Phù Dung	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200991	Trong " thiên ğ° long Kí", Minh Giáo có tÑ ğÕi hµ pháp là "TØ BÕch Kim Thanh", trong ğó BÕch là chï Ân Thiên Chính, có bi®t hi®u là gì?	BÕch Mi ¿ng Vß½ng	BÕch Mi ĞÕi Hi®p	BÕch Ğ¥u Ông	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200992	Trong " Thiên Ğ° Long Kí", Minh giao có tÑ ğÕi hµ pháp" TØ BÕch Kim Thanh", trong ğó kim là chï TÕ Tôn, bi®t hi®u là gì?	Kim Mao Sß Vß½ng	Kim Mao H± Vß½ng	Kim Mao Báo Vß½ng	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200993	Trong " Thiên Ğ° Long Kí", Minh giao có tÑ ğÕi hµ pháp" TØ BÕch Kim Thanh", trong ğó thanh là chï Vi Nh¤t Tiªu, bi®t hi®u là gì?	Thanh Dñc BÑc Vß½ng	Thanh Nhãn BÑc Vß½ng	Thanh Träo BÑc Vß½ng	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200994	Trong " thiên ğ° long Kí", tÑ ğÕi hµ pháp cüa Minh Giáo là "TØ BÕch Kim Thanh", trong ğó TØ chï là ĞÕi Kh·i T½, bi®t hi®u là gì?	TØ Sam Long Vß½ng	TØ khí Long Vß½ng	TØ Phát Long Vß½ng	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200995	Trong " Thiên Ğ° Long Kí", th¶i th½ ¤u Trß½ng Vô Di®m cùng phø mçu tr· lÕi Trung Nguyên, trên ğß¶ng t§n m¡t chÑng kiªm phø mçu b¸ giªt hÕi, ğ°ng th¶i bän thân cûng b¸ ğánh thß½ng. Ngß¶i ğánh thßong Trß½ng Vô Di®m là ai?	Huy«n Minh Nh¸ Lão	Tiêu Dao Nh¸ Tiên	Võ Ğang Th¤t Hi®p	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200996	Trong " thiên ğ° long Kí", tång nhân Viên Chân phái Thiªu Lâm tên th§t là gì?	Thành Côn	Tr¥n Côn	Tr¥n Chân	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200997	Trong " Thiên Ğ° Long Kí", ğÕi ğ® tØ phái Võ Ğang con trai mµt cüa T¯ng Vi­n Ki«u, là T¯ng Thanh Thß l¥m ğß¶ng lÕc l¯i là do ğâu?	Tß½ng tß Chu Chï Nhßşc	Ğ¬ báo m¯i thù sß môn	Tham danh hoa phú phú	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200998	Trong " thiên ğ° long Kí", Huy«n Minh nh¸ lão, mµt ngß¶i tên g÷i "Lµc Trßşng Khách", mµt ngß¶i là "HÕc Bút Ung". Hai ngß¶i này tu luy®n võ công có tên vô nhân nång c§p là loÕi võ công gì?	Huy«n Minh Th¥n Chß·ng	CØu âm bÕch c¯t chäo	B¡c Minh Th¥n Công	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200999	Trong " Thiên Ğ° Long Kí", Ğ° Long Ğao và  Thiên Kiªm hai loÕi vû khí thiên hÕ vô ğ¸ch này khi chém vào nhau thì cä ğôi s¨ gçy ğ¬ lµ bí m§t bên trong. Ğ° Long Ğao gi¤u "Võ Møc Di Thß", còn  Thiên Kiªm gi¤u gì?	CØu âm chân kinh	 "CØu Dß½ng Chân Kinh"	D¸ch Cân Kinh	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201000	Trong " Thiên Ğ° Long kı",  Thiên Kiªm và Ğ° Long Ğao hai lÕo vû khí thiên hÕ vô ğ¸ch này khi chém vào nhau thì cä ğôi s¨ gçy, ğ¬ lµ bí m§t bên trong.  Thiên Kiªm gi¤u "CØu Âm Chân Kinh", còn Ğ° Long Ğao thì gi¤u gì?	 Võ Møc Di Thß	Tôn TØ Binh Pháp	 Võ Kinh Th¤t Thß	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201001	Trong " Thiên Ğ° Long kí", trong m§t ğÕo trên ğïnh Quang Minh, Trß½ng Vô KÜ chi«u ı Ti¬u Chiêu ğã luy®n loÕi võ công nào?	Tâm pháp Càn khôn ğÕi na di	CØu Dß½ng Th¥n Công	Thánh Hoä L®nh	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201002	Trong " Thiên Ğ° Long kı" Trß½ng Vô KÜ vì ğ¬ døng ğµc ğã tu luy®n loÕi võ công gì?	CØu Dß½ng Chân Kinh	Th¤t Thß½ng Quy«n	Thái Cñc Quy«n	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201003	Trong " Thiên Ğ° Long kı" thân ph§n cüa Chu Nguyên Chß½ng là gì?	Ğàn chü phân ğàn Minh Giáo Phßşng Dß½ng	Hoàng ğª	Thü lînh quân kh·i nghîa	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201004	Phái Tiêu Diêu level 60 cßŞi gì?	BÕch Lµc	Báo	Chß½ng Lang	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201005	Phái Thiên S½n level 60 cßŞi gì?	BÕch Ğiêu	Báo	Chß½ng Lang	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201006	Phái ĞÕi Lı level 60 cßŞi gì?	Thanh BÕch Thông Mã	Báo	Chß½ng Lang	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201007	Ngß¶i ch½i cßŞi lên lßng v§t level 60 s¨ nhanh h½n bao nhiêu l¥n t¯c ğµ di thông thß¶ng?	1.7	2	1.5	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201008	Ngß¶i ch½i khi cßŞi trên lßng v§t có th¬ dùng kÛ nång ğ¬ ğánh quái v§t không?	Không ğßşc	Ğßşc	Có lúc ğßşc có lúc không ğßşc	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201009	Thành ĞÕi Lı không có cØa thành · hß¾ng nào?	B¡c	Ğông	Tây	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201010	Thành LÕc Dß½ng không có cØa thành · hß¾ng nào?	B¡c	Ğông	Tây	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201011	Thành Tô Châu không có cØa thành hß¾ng · nào?	Ğông	B¡c	Tây	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201012	ĞÕi Lı có m¤y cØa thành?	3	4	2	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201013	LÕc Dß½ng có m¤y cØa thành?	3	4	2	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201014	Tô Châu có m¤y cØa thành?	3	4	2	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201015	Ngß¶i ch½i phäi ğÕt ğªn level bao nhiêu m¾i ğßşc kªt hôn?	Nam level 35, næ level 20	Nam næ ğ«u là level 20	Nam næ ğ«u là level 35	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201016	Nhân v§t nam phäi ğÕt ğªn level bao nhiêu m¾i ğßşc kªt hôn?	Level 35	Level 20	Level 50	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201017	Nhân v§t næ phäi ğÕt ğªn level bao nhiêu m¾i ğßşc kªt hôn?	Level 20	Level 35	Level 15	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201018	Ğ¬ kªt hôn c¥n nµp ít nh¤t bao nhiêu ti«n?	52 vàng 5 bÕc 20 ğ°ng	100 lßşng vàng	10 Lßşng vàng	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201019	Chü quän hôn nhân là v¸ nào?	Nguy®t Lão 	Nh§t Lão	H°ng Nß½ng	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201020	Chü quän hôn nhân là v¸ nào?	Nguy®t Lão 	Nh§t Lão	H°ng Nß½ng	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201021	HoÕt lñc cüa ngß¶i ch½i dña vào gì ğ¬ tång?	Th¶i gian trên mÕng	Th¶i gian chiªn ğ¤u	Th¶i gian phó bän	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201022	HoÕt lñc cüa ngß¶i ch½i dña vào gì ğ¬ tång?	Th¶i gian trên mÕng	Th¶i gian chiªn ğ¤u	Th¶i gian phó bän	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201023	HoÕt lñc cüa ngß¶i ch½i dña vào gì ğ¬ tång?	Th¶i gian trên mÕng	Th¶i gian chiªn ğ¤u	Th¶i gian phó bän	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201024	HoÕt lñc cüa ngß¶i ch½i dña vào gì ğ¬ tång?	Th¶i gian trên mÕng	Th¶i gian chiªn ğ¤u	Th¶i gian phó bän	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201025	HoÕt lñc cüa ngß¶i ch½i dña vào gì ğ¬ tång?	Th¶i gian trên mÕng	Th¶i gian chiªn ğ¤u	Th¶i gian phó bän	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201026	V¸ NPC nào quän lı ki¬u tóc?	Hà Linh Chi 	Chân Duy Tß 	NhÕc Lão Tam	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201027	V¸ NPC nào quän lı màu tóc?	Yªn Nhß Tuyªt 	Lı ĞÕi ChuÖ 	Di®p Nh¸ Nß½ng 	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201028	Ngß¶i ch½i phäi ğÕt ğªn level bao nhiêu m¾i b¡t ğßşc Trân Thú?	Level 1	Level 10	Level 20	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201029	ĞÕi bµ ph§n trân thú ğ«u náu nghï · ğâu?	Huy«n Vû Ğäo	Häi Nam Ğäo	Ğào hoa ğäo	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201030	Làm thª nào ği Huy«n Vû Ğäo?	Tìm Vân Hàm Nhi · LÕc Dß½ng	Tìm Yªn Nhß Tuyªt	Tìm Hà Linh Chi	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201031	— thành LÕc Dß½ng v¸ NPC nào quän lı thuÖ v§n?	Tri®u Minh Thành	Yªn Nhß Tuyªt 	Hà Linh Chi 	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201032	Trong trò ch½i t¬ tß¾ng cüa ĞÕi T¯ng là ai?	Chß½ng Ğôn 	Tri®u Minh Thành	Ğ°ng Quán 	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201033	Chü ti®m qu¥n áo · thành LÕc Dß½ng là v¸ nào	Chân Duy Tß 	Tri®u Minh Thành	Ğ°ng Quán 	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201034	Nªu mu¯n l§p môn phái riêng, phäi tìm v¸ NPC nào · LÕc Dß½ng?	PhÕm Thu¥n Nhân 	Tri®u Minh Thành	Ğ°ng Quán 	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201035	Nªu mu¯n m· cØa hàng riêng, phäi tìm v¸ NPC nào · LÕc Dß½ng?	Ki«u Phúc Th¸nh 	Chân Duy Tß 	Tri®u Minh Thành	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201036	Trong "Thiên Long Bát Bµ" phäi ğÕt ğªn level bao nhiêu m¾i có th¬ thu ğ° ğ®?	20	40	30	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201037	Trong "Thiên Long Bát Bµ" phäi ğÕt ğªn level bao nhiêu m¾i có th¬ thu ğ° ğ®?	20	40	30	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201038	Trong "Thiên Long Bát Bµ" phäi ğÕt ğªn level bao nhiêu m¾i có th¬ thu ğ° ğ®?	20	40	30	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201039	Ngß¶i ch½i phäi ğÕt ğªn level bao nhiêu m¾i có th¬ bái sß h÷c võ?	Level 10	Level 20	Level 30	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201040	Sß phø s½ c¤p nhi«u nh¤t ğ°ng th¶i có th¬ thu m¤y ğ° ğ®?	2	3	4	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201041	L§p môn phái c¥n nµp bao nhiêu ti«n?	50 lßşng vàng	50 lßşng bÕc	60 lßşng vàng	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201042	Ngß¶i ch½i phäi ğÕt ğªn level bao nhiêu m¾i ğßşc quy«n l§p môn phái riêng?	40	50	60	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201043	Mµt bang hµi trong mµt khoäng th¶i gian ğ°ng th¶i nhi«u nh¤t có m¤y bang chü chính?	1	2	3	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201044	Trong "Thiên Long Bát Bµ" không có loÕi trang b¸ màu nào trong nhæng màu sau ğây?	Trang b¸ màu ğen	Trang b¸ màu løc	Trang b¸ màu lam	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201045	Thiªu Lâm Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Ğao rìu, thß½ng g§y	Ğ½n ğoän, song ğoän	Phiªn, Hoàn	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201046	Cái Bang Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Ğao rìu, thß½ng g§y	Ğ½n ğoän, song ğoän	Phiªn, Hoàn	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201047	Minh Giáo Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Ğao rìu, thß½ng g§y	Ğ½n ğoän, song ğoän	Phiªn, Hoàn	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201048	Võ Ğang Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Ğ½n ğoän, song ğoän	Ğao rìu, thß½ng g§y	Phiªn, Hoàn	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201049	Nga My Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Ğ½n ğoän, song ğoän	Ğao rìu, thß½ng g§y	Phiªn, Hoàn	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201050	Tinh Túc Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Ğ½n ğoän, song ğoän	Ğao rìu, thß½ng g§y	Phiªn, Hoàn	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201051	Tiêu Diêu Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Phiªn, Hoàn	Ğ½n ğoän, song ğoän	Ğao rìu, thß½ng g§y	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201052	Thiên S½n Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Phiªn, Hoàn	Ğ½n ğoän, song ğoän	Ğao rìu, thß½ng g§y	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201053	ĞÕi Lı Phái dùng loÕi vû khí nào có th¬ nâng cao sÑc công kích?	Phiªn, Hoàn	Ğ½n ğoän, song ğoän	Ğao rìu, thß½ng g§y	#	#	#	1	-1	-1	-1	-1	-1	N¡m ğßşc c½ bän cüa trò ch½i	4
201054	Trong "Tiªu ngÕo giang h°", "H°i phong lÕc nhÕn kiªm pháp" cüa phái Hoành S½n có t¤t cä m¤y chiêu?	36	18	12	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201055	Trong "Tiªu NgÕo Giang H°", Lâm Bình Chi b¸ Nh§m Doanh Doanh nh¯t · ğâu?	Dß¾i h¥m Mai Trang	Trên H¡c Mµc Nhai	Trong ğµng núi Tß Quá Nhai	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201056	Trong "Tiªu NgÕo Giang H°", tÕi sao L®nh H° Xung lÕi không nghe theo Nh§m Ngã Hành gia nh§p Ma Giáo?	Bän tính v¯n tñ do, không mu¯n b¸ ràng buµc b·i môn phái	Cåm ghét tµt ğïnh b÷n ma giáo	Nh§m Ngã Hành là v×a ép buµc, v×a dø d² chÑ không phäi nh© nhàng c¥u xin	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201057	Trong Tiªu ngÕo giang h°, bän lînh thu¥n âm mà Nh¸ trang chúa, H¡c BÕch TØ · Mai Trang vùng Giang Nam luy®n ğßşc g÷i là gì?	Huy«n Thiên Chï	H¡c Phong Chï	Âm phong träo	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201058	Trong Tiªu ngÕo giang h°, trß·ng lão ma giáo Khúc Dß½ng thích dùng nhÕc cø gì?	Ğàn ng÷c	Ğàn nh¸	ng tiêu	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201059	Trong Tiªu ngÕo giang h°, L®nh H° Xung khi · Mai trang ğã dùng tên giä là gì?	Phong Nh¸ Trung	Ğ°ng Hoá Kim 	Thi L®nh Uy	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201060	Trong Tiªu ngÕo giang h°, vş cüa ĞÕi sß B¤t Gi¾i ğã nh§n xét ch°ng nhß thª nào?	BÕc HÕnh là kë phø tình, háo s¡c nh¤t thiên hÕ	Kë to gan làm càn, làm vi®c không hªt sÑc nh¤t thiên hÕ	Thiên hÕ ğ® nh¤t mù, mø già ác ğµc nam không ra nam, næ không ra næ	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201061	Trong Tiªu ngÕo giang h°, L®nh H° Xung và qu¥n hào lên Thiªu Lâm Tñ ğ¬ cÑu Nh§m Doanh Doanh	Vß¶n không nhà tr¯ng	Th« chªt vçn phäi ğ¯i kháng	Bö chÕy	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201062	Trong Tiªu ngÕo giang h°, sß phø cüa Dß Thß½ng Häi tên là gì?	Trß¶ng Thanh TØ	Trß¶ng Xuân TØ	Ng÷c H° TØ	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201063	Trong Tiªu ngÕo giang h°, n½i · cüa NhÕc B¤t Qu¥n g÷i là gì?	Hæu s· b¤t vi hiên	Vô s· b¤t vi hiên	Hæu s· hæu vi hiên	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201064	Trong Tiªu ngÕo giang h°, L®nh H° Xung l¾n h½n NhÕc Linh San m¤y tu±i?	8	4	6	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201065	Trong Tiªu ngÕo giang h°, L®nh H° Xung cäi trang thành viên quan có tên g÷i là gì?,	Ngô Thiên ĞÑc	ĞoÕn Thiên ĞÑc	Hoàng Bá Lßu	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201066	Trong Tiªu ngÕo giang h°, chÑc v¸ cüa viên quan mà L®nh H° Xung cäi trang là gì	Tham tß¾ng	Thiên tß¾ng	Tùy tß¾ng	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201067	Trong Tiªu ngÕo giang hµ, L®nh H° Xung tñ xßng nªu mình ğÑng ğánh s¨ ğÑng thÑ m¤y trong gi¾i võ lâm?	ThÑ 89	ThÑ 1	ThÑ 17173	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201068	Trong s¯ ğ® tØ phái Hoa S½n có mµt ngß¶i thích trêu gh©o khï, ğó là ai?	Løc ĞÕi Hæu	Lao ĞÑc N£c	Lß½ng Phát	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201069	Trong Tiªu ngÕo giang h°, sß nß½ng L®nh H° Xung ğã sáng l§p ra mµt chiêu kiªm pháp tên g÷i là gì?	Vô song vô ğ¯i, ninh th¸ nh¤t kiªm	Ng÷c ngæ kim châm kiªm	Ng÷c næ t¯ tâm kiªm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201070	Trong Tiªu ngÕo giang h°, Lßu Chính Phong thuµc phái Hoành S½n khi rØa tay trong ch§u vàng ğã mua chÑc quan gì trong tri«u ğình?	Tham tß¾ng	Nguyên soái	Ğô quân	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201071	Ği«n Bá Quang ğã dùng tài ngh® gì cüa mình ğ¬ cÑu ğ® tØ cüa phái H¢ng S½n b¸ NhÕc B¤t Qu¥n giam giæ?	NgØi mùi ph¤n son	Tai thính	Tñ linh cäm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201072	Trong Tiªu ngÕo giang h°, Nh§m Ngã Hành b¸ Ğông Phß½ng B¤t BÕi giam bao nhiêu nåm?	20 nåm	9 nåm	6 nåm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
